A0 f*d (MHz*mm),A0 Phase velocity (m/ms),A0 Energy velocity (m/ms),A0 Propagation time (micsec),A0 Coincidence angle (deg),A0 Wavelength/d (),A0 Wavenumber*d (rad),A0 Attenuation*d (Np/m*mm),A1 f*d (MHz*mm),A1 Phase velocity (m/ms),A1 Energy velocity (m/ms),A1 Propagation time (micsec),A1 Coincidence angle (deg),A1 Wavelength/d (),A1 Wavenumber*d (rad),A1 Attenuation*d (Np/m*mm)
0.771,2.15044990031903,3.05627345446182,32.719585302163,9.17796310358051,2.78916977992092,2.2527080826746,0,2.3796,7.01799475097116,3.62026716407465,27.6222708070664,2.80141058400614,2.94923295972901,2.13044726984094,0
0.7716,2.15094583753336,3.0564882902165,32.7172854939734,9.17582868687278,2.78764364636257,2.25394135845812,0,2.3802,7.01633529054782,3.62054153176163,27.6201775681174,2.80207368506581,2.9477923244046,2.13148845499104,0
0.7722,2.15144131579662,3.05670262682926,32.7149913512296,9.17369724087774,2.78611929007591,2.25517454674685,0,2.3808,7.01467771025499,3.62081513255119,27.6180904959765,2.80273634842877,2.94635320491221,2.13252956118912,0
0.7728,2.15193633435222,3.05691646473174,32.7127028669969,9.17156876538446,2.78459670594232,2.25640764918356,0,2.3814,7.01302200547277,3.62108796752824,27.6160095796458,2.803398575099,2.94491559816611,2.13357058894738,0
0.7734,2.1524308942168,3.05712980511633,32.7104200262098,9.16944325256391,2.78307589115179,2.25764066555125,0,2.382,7.01136817242112,3.62136003746349,27.6139348105369,2.80406036574774,2.94347950143624,2.13461153852567,0
0.774,2.15292499640494,3.05734264917196,32.708142813853,9.16732069461106,2.78155684290043,2.25887359563282,0,2.3826,7.00971620898409,3.62163134250145,27.6118661848476,2.80472172038265,2.94204491269373,2.13565240967946,0
0.7746,2.15341864075116,3.05755499757992,32.7058712203545,9.16520108880176,2.78003955686956,2.26010644044745,0,2.3832,7.00806610973973,3.62190188403498,27.6098036892692,2.80538264033734,2.94061182852456,2.13669320317335,0
0.7752,2.15391182885666,3.05776685177626,32.7036052280801,9.16308442483724,2.77852403103285,2.2613391991589,0,2.3838,7.00641787175818,3.62217166251869,27.6077473176588,2.80604312595057,2.93918024656354,2.13773391901562,0
0.7758,2.15440456055518,3.0579782124385,32.7013448275217,9.16097070001866,2.77701026109201,2.26257187278409,0,2.3844,7.00477149211474,3.62244067840617,27.605697063892,2.80670317756114,2.93775016445007,2.13877455721486,0
0.7764,2.15489683626908,3.05818908049476,32.6990900065021,9.15885990912951,2.7754982435202,2.26380446172091,0,2.385,7.00312696624127,3.62270893277355,27.6036529171114,2.8073627961693,2.9363215791368,2.1398151182837,0
0.777,2.15538865700719,3.05839945712155,32.6968407501996,9.15675204445073,2.77398797555623,2.26503696574954,0,2.3856,7.00148429040374,3.62297642638375,27.6016148688592,2.80802198244387,2.93489448792913,2.14085560248301,0
0.7776,2.1558800237763,3.05860934349198,32.6945970438419,9.15464709828684,2.77247945444483,2.26626938465005,0,2.3862,6.99984346169846,3.62324315968685,27.5995829130725,2.80868073672295,2.93346888848314,2.1418960098222,0
0.7782,2.15637093582393,3.05881874002809,32.6923588806971,9.15254507048846,2.77097267517853,2.26750172005026,0,2.3868,6.99820447558381,3.62350913375462,27.5975570389639,2.80933906000478,2.93204477777099,2.14293634081407,0
0.7788,2.15686139532653,3.05902764839724,32.6901262407335,9.15044594837451,2.7694676365261,2.26873397049728,0,2.3874,6.99656732917001,3.62377434903484,27.5955372405111,2.80999695262698,2.93062215345984,2.14397659546857,0
0.7794,2.1573514021166,3.05923606926697,32.6878991146182,9.14834972931285,2.76796433425276,2.26996613700075,0,2.388,6.99493201875272,3.62403880628531,27.5935235093416,2.81065441525683,2.92920101287802,2.14501677404726,0
0.78,2.15784095719615,3.05944400380038,32.6856774877337,9.1462564056772,2.76646276563609,2.27119821933873,0,2.3886,6.99329854063539,3.62430250626251,27.5915158371046,2.81131144856116,2.92778135335987,2.14605687681189,0
0.7806,2.15833006039799,3.0596514526625,32.6834613507955,9.14416597485195,2.76496292646424,2.2724302185181,0,2.3892,6.9916668911293,3.62456544972165,27.5895142154708,2.81196805320636,2.92636317224565,2.14709690402438,0
0.7812,2.15881871272227,3.05985841701203,32.6812506892559,9.14207842924112,2.7634648140326,2.27366213431566,0,2.3898,6.99003706655355,3.62482763741662,27.5875186361327,2.81262422985833,2.92494646688156,2.14813685594678,0
0.7818,2.15930691458464,3.06006489775793,32.6790454912472,9.13999376375867,2.76196842489721,2.27489396712181,0,2.3904,6.988409064051,3.62508906978961,27.5855290931662,2.81327997885378,2.9235312349611,2.14917673259037,0
0.7824,2.15979466698233,3.06027089605334,32.6768457423048,9.13791197084675,2.76047375636801,2.27612571671265,0,2.391,6.98678287995444,3.62534974759203,27.5835455783047,2.813935300858,2.92211747384126,2.15021653421758,0
0.783,2.16028197032914,3.06047641280262,32.6746514306331,9.13583304545046,2.75898080501806,2.27735738347714,0,2.3916,6.98515850979021,3.62560967188415,27.5815680809435,2.81459019686416,2.92070518054449,2.15125626134174,0
0.7836,2.1607688250385,3.06068144890844,32.6724625444651,9.13375698252641,2.75748956743045,2.27858896780325,0,2.3922,6.98353595072166,3.62586884310475,27.5795965952183,2.81524466720822,2.91929435278056,2.1522959139749,0
0.7842,2.16125523210382,3.06088600551626,32.6702790694532,9.13168377456946,2.75600004093831,2.27982046946575,0,2.3928,6.98191519910473,3.6261272620014,27.5776311129263,2.81589871255412,2.91788498792408,2.15333549237996,0
0.7848,2.16174119193669,3.06109008352419,32.6681009939019,9.12961341656708,2.75451222214155,2.28105188885116,0,2.3934,6.98029625130308,3.62638492932039,27.5756716258858,2.8165523335653,2.91647708335551,2.15437499681998,0
0.7854,2.16222670436902,3.06129368358505,32.665928308744,9.12754590598443,2.75302610691243,2.2822832269565,0,2.394,6.97867910449856,3.6266418454972,27.5737181282896,2.8172055305773,2.91507063679973,2.15541442730784,0
0.786,2.16271177097025,3.06149680708099,32.6637609971397,9.12548123289781,2.75154169334638,2.28351448294359,0,2.3946,6.97706375425864,3.62689801158507,27.5717706096447,2.81785830458021,2.91366564530971,2.15645378435716,0
0.7866,2.16319639214979,3.06169945490393,32.661599047493,9.12341939233658,2.7500589780699,2.28474565719655,0,2.3952,6.9754501969699,3.62715342832648,27.5698290618323,2.81851065623612,2.91226210628336,2.15749306823149,0
0.7872,2.16368056831664,3.06190162794407,32.6594424482362,9.12136037934136,2.7485779577193,2.28597675009851,0,2.3958,6.97383842983438,3.62740809615353,27.567893479104,2.81916258587982,2.91086001746155,2.15853227894446,0
0.7878,2.16416429987945,3.06210332708996,32.65729118783,9.11930418896398,2.74709862894065,2.28720776203166,0,2.3964,6.97222845005902,3.62766201549732,27.565963855729,2.81981409384612,2.90945937658948,2.15957141650998,0
0.7884,2.16464758782314,3.0623045534698,32.6551452521903,9.11725081381797,2.74562098912118,2.28843869276754,0,2.397,6.97062025243741,3.62791518771433,27.5640401789553,2.82046518144914,2.90806018040776,2.16061048169181,0
0.789,2.16513043197841,3.06250530772679,32.6530046324155,9.11520025143149,2.74414503419317,2.28966954329619,0,2.3976,6.96901383419162,3.62816761323331,27.5621224430927,2.82111584902292,2.90666242667318,2.16164947450434,0
0.7896,2.16561283390398,3.0627055912253,32.6508693119252,9.11315249200425,2.74267076228974,2.29090031277907,0,2.3982,6.96740919254858,3.62841929248204,27.5602106424681,2.82176609690155,2.90526611314677,2.16268839496225,0
0.7902,2.16609479400488,3.06290540484495,32.6487392793191,9.11110753064823,2.7411981700897,2.29213100159555,0,2.3988,6.96580632393664,3.6286702261956,27.5583047690842,2.8224159257449,2.90387123725889,2.16372724333004,0
0.7908,2.16657631211122,3.06310474922421,32.6466145257771,9.10906536492255,2.73972725355491,2.2933616107322,0,2.3994,6.96420522398915,3.62892041541607,27.5564048126238,2.82306533653799,2.90247779611117,2.16476602012184,0
0.7914,2.16705738920237,3.06330362547958,32.6444950373942,9.10702598752064,2.73825801011166,2.29459213995813,0,2.4,6.96260588995286,3.62916986056787,27.5545107674714,2.82371432961414,2.90108578748036,2.16580472535307,0
0.792,2.16753802625572,3.06350203472435,32.642380800311,9.10498939115795,2.73679043719157,2.29582258904239,0,2.4006,6.96100831827857,3.62941856238235,27.5526226256913,2.82436290563188,2.89969520881387,2.1668433592887,0
0.7926,2.16801822310082,3.06369997759229,32.6402718057883,9.10295557342426,2.7353245307858,2.29705295896812,0,2.4012,6.95941250622442,3.62966652128183,27.5507403817044,2.82501106492429,2.89830605789789,2.16788192194468,0
0.7932,2.16849798071329,3.06389745519251,32.6381680400321,9.10092452706344,2.73386028834252,2.29828324950319,0,2.4018,6.95781844945532,3.62991373830293,27.5488640252791,2.82565880847399,2.89691833185749,2.16892041383536,0
0.7938,2.16897729949488,3.06409446839367,32.636069491821,9.0988962472608,2.73239770659471,2.29951346102178,0,2.4024,6.95622614444436,3.63016021417325,27.5469935485408,2.82630613693809,2.89553202815699,2.16995883522616,0
0.7944,2.16945618041839,3.06429101829959,32.6339761474389,9.09687072679618,2.73093678300402,2.30074359329113,0,2.403,6.95463558846924,3.63040594931184,27.5451289459669,2.82695305064897,2.8941471445981,2.17099718613378,0
